,box,distance,goal
23435,1,14.652999692895651,False
23474,0,29.388167687013087,False
23496,0,19.00977643214144,True
23544,0,22.55792765304473,False
23737,0,21.801892119722087,False
23755,1,11.496438578968707,False
23802,1,12.766992598102343,False
23888,1,10.486796460311414,False
23890,1,15.120330684214549,False
23954,0,26.210732534593536,False
23965,0,22.03517415406559,False
23995,0,24.280864893985964,False
24013,1,8.829405415994895,False
24015,1,6.883087969799602,True
24043,0,27.435167212903956,False
24181,1,18.288367887813283,False
24313,1,15.391738043508928,False
24381,0,23.67794121117797,False
24518,1,9.474434020035183,False
24548,1,18.70089837414235,False
24553,1,15.75,False
24602,0,20.054029520273478,False
24620,1,14.884837923202255,False
24844,0,21.077060990565073,False
24998,1,12.485515608095646,False
25000,1,14.694083843506544,False
25199,0,18.900000000000002,True
25352,1,6.336592144047146,True
25386,1,14.931044839528143,False
25412,0,35.54463250618861,False
25453,0,29.59594566828369,False
25577,1,16.648615558057674,False
25637,1,12.61833586492292,False
25777,1,5.25,False
25802,1,12.153369903035125,False
25919,0,32.98729452380113,False
26006,1,11.988744721612852,False
26024,1,22.048999977323234,False
26061,0,23.76823300121404,False
26100,0,27.836731129929753,False
26131,1,10.486796460311414,False
26153,0,25.645615609690484,False
26227,1,10.696335821205315,False
26287,1,16.813756272766653,True
26317,1,17.75301664506627,False
26328,1,6.880588637609431,False
26350,0,31.52440483181245,False
26418,1,14.700000000000001,False
26420,1,12.153369903035125,False
26447,0,21.807897651997546,False
26509,1,8.098302291221291,False
26545,1,13.724197608603573,False
26750,0,27.018512172212592,False
26757,1,9.547360891890492,False
26853,1,14.289632605494097,False
26912,1,13.050670480860363,False
26972,0,26.467648176594764,False
27183,0,23.731911006069446,False
27194,0,33.07761932183149,False
27272,1,12.696078134605191,False
27352,0,24.150000000000002,False
27414,1,9.269843580125828,False
27494,0,18.660549295237804,False
27657,0,33.77158568974812,False
27729,1,13.745341028872293,False
27860,0,38.13925143470962,False
27950,1,11.825548613066541,False
28075,1,7.837148716210508,True
28100,1,6.872670514436146,False
28117,1,18.38995377916976,False
28136,1,12.638833015749515,False
28180,0,19.094721783780983,False
28185,1,13.760555948071284,False
28352,1,12.766992598102343,True
28456,0,19.335366559752625,False
28631,1,9.338436700004985,False
28690,1,14.967728618598082,False
28726,1,4.669218350002493,True
28828,1,13.13,False
28904,0,23.284177030764905,False
28944,0,31.806169212905854,False
29199,1,9.138539270583674,False
29345,1,9.450000000000001,False
29424,1,10.846584715937086,True
29445,0,28.86721496784891,False
29520,0,48.589813747327746,False
29559,0,33.62591857481369,False
29604,1,17.4555693118271,False
29652,1,16.497639225052776,False
29783,1,21.193546187459994,False
29865,0,21.807897651997546,False
